qacc	Freq	Species
ASV7399	830	Leuconostoc_mesenteroides
ASV7400	222	Weissella_cibaria
ASV7401	864	Lactobacillus_plantarum
ASV7402	849	Bacillus_subtilis
ASV7403	537	Bacillus_megaterium
ASV7404	212	Weissella_cibaria
ASV7405	622	Bacillus_megaterium
ASV7406	724	Leuconostoc_mesenteroides
ASV7407	806	Leuconostoc_mesenteroides
ASV7408	758	Leuconostoc_mesenteroides
ASV7409	501	Enterococcus_faecium
ASV7410	537	Leuconostoc_mesenteroides
ASV7411	783	Salmonella_enterica
ASV7412	810	Leuconostoc_mesenteroides
ASV7413	466	Lactobacillus_brevis
ASV7414	365	Klebsiella_pneumoniae
ASV7415	811	Leuconostoc_mesenteroides
ASV7416	257	Leuconostoc_mesenteroides
ASV7417	298	Leuconostoc_mesenteroides
ASV7418	573	Klebsiella_pneumoniae
ASV7419	130	Enterobacter_cloacae
ASV7420	879	Lactobacillus_plantarum
ASV7421	541	Bacillus_megaterium
ASV7422	548	Klebsiella_pneumoniae
ASV7423	845	Bacillus_subtilis
ASV7424	811	Leuconostoc_mesenteroides
ASV7425	564	Bacillus_megaterium
ASV7426	370	Lactobacillus_plantarum
ASV7427	516	Bacillus_megaterium
ASV7428	796	Leuconostoc_mesenteroides
ASV7429	563	Bacillus_megaterium
ASV7430	768	Salmonella_enterica
ASV7431	911	Lactobacillus_plantarum
ASV7432	250	Weissella_cibaria
ASV7433	427	Lactobacillus_plantarum
ASV7434	1000	Lactococcus_lactis
ASV7435	239	Klebsiella_pneumoniae
ASV7436	302	Micrococcus_luteus
ASV7437	542	Enterococcus_faecium
ASV7438	810	Leuconostoc_mesenteroides
ASV7439	387	Paenibacillus_polymyxa
ASV7440	1000	Lactococcus_lactis
ASV7441	225	Pantoea_agglomerans
ASV7442	609	Bacillus_pumilus
ASV7443	811	Leuconostoc_mesenteroides
ASV7444	864	Lactobacillus_plantarum
ASV7445	360	Salmonella_enterica
ASV7446	905	Lactobacillus_plantarum
ASV7447	391	Enterococcus_faecium
ASV7448	236	Proteus_mirabilis
ASV7449	534	Klebsiella_pneumoniae
ASV7450	614	Bacillus_megaterium
ASV7451	810	Leuconostoc_mesenteroides
ASV7452	790	Bacillus_licheniformis
ASV7453	428	Lactobacillus_plantarum
ASV7454	312	Leuconostoc_mesenteroides
ASV7455	818	Leuconostoc_mesenteroides
ASV7456	781	Salmonella_enterica
ASV7457	312	Lactobacillus_paracasei
ASV7458	908	Lactobacillus_plantarum
ASV7459	505	Lactobacillus_brevis
ASV7460	1000	Lactococcus_lactis
ASV7461	623	Salmonella_enterica
ASV7462	535	Leuconostoc_mesenteroides
ASV7463	199	Klebsiella_pneumoniae
ASV7464	567	Cronobacter_sakazakii
ASV7465	902	Escherichia_coli
ASV7466	101	Enterobacter_cloacae
ASV7467	172	Polynucleobacter_cosmopolitanus
ASV7468	449	Klebsiella_pneumoniae
ASV7469	267	Cronobacter_sakazakii
ASV7470	772	Klebsiella_pneumoniae
ASV7471	300	Klebsiella_pneumoniae
ASV7472	283	Pantoea_agglomerans
ASV7473	323	Cronobacter_sakazakii
ASV7474	710	Klebsiella_pneumoniae
ASV7475	526	Klebsiella_pneumoniae
ASV7476	627	Klebsiella_pneumoniae
ASV7477	250	Klebsiella_pneumoniae
ASV7478	316	Pantoea_agglomerans
ASV7479	90	Clostridium_botulinum
ASV7480	108	Janthinobacterium_lividum
ASV7481	627	Klebsiella_pneumoniae
ASV7482	493	Klebsiella_pneumoniae
ASV7483	610	Cronobacter_sakazakii
ASV7484	241	Klebsiella_pneumoniae
ASV7485	793	Klebsiella_pneumoniae
ASV7486	260	Klebsiella_pneumoniae
ASV7487	796	Klebsiella_pneumoniae
ASV7488	920	Salmonella_enterica
ASV7489	154	Enterobacter_cloacae
ASV7490	457	Salmonella_enterica
ASV7491	329	Cronobacter_sakazakii
ASV7492	862	Klebsiella_pneumoniae
ASV7493	103	Pantoea_agglomerans
ASV7494	244	Klebsiella_pneumoniae
ASV7495	654	Klebsiella_pneumoniae
ASV7496	885	Leuconostoc_mesenteroides
ASV7497	789	Lactobacillus_helveticus
ASV7498	862	Leuconostoc_mesenteroides
ASV7499	294	Pediococcus_pentosaceus
ASV7500	500	Bacillus_cereus
ASV7501	202	Rhizobium_leguminosarum
ASV7502	487	Bacillus_cereus
ASV7503	205	Pseudomonas_fragi
ASV7504	205	Acetobacter_pasteurianus
ASV7505	136	Ornithobacterium_rhinotracheale
ASV7506	500	Lactobacillus_brevis
ASV7507	172	Lactobacillus_rhamnosus
ASV7508	96	Bifidobacterium_animalis
ASV7509	641	Salmonella_enterica
ASV7510	215	Acetobacter_pasteurianus
ASV7511	907	Lactobacillus_plantarum
ASV7512	862	Lactobacillus_plantarum
ASV7513	245	Weissella_cibaria
ASV7514	484	Lactobacillus_plantarum
ASV7515	221	Acetobacter_pasteurianus
ASV7516	907	Lactobacillus_plantarum
ASV7517	213	Acetobacter_pasteurianus
ASV7518	243	Weissella_cibaria
ASV7519	205	Acetobacter_pasteurianus
ASV7520	906	Lactobacillus_plantarum
ASV7521	248	Weissella_cibaria
ASV7522	193	Acetobacter_pasteurianus
ASV7523	907	Lactobacillus_plantarum
ASV7524	221	Acetobacter_pasteurianus
ASV7525	808	Lactobacillus_plantarum
ASV7526	502	Lactobacillus_brevis
ASV7527	499	Lactobacillus_brevis
ASV7528	906	Lactobacillus_plantarum
ASV7529	390	Lactobacillus_brevis
ASV7530	909	Lactobacillus_plantarum
ASV7531	498	Lactobacillus_plantarum
ASV7532	513	Lactobacillus_plantarum
ASV7533	579	Lactobacillus_plantarum
ASV7534	859	Lactobacillus_plantarum
ASV7535	906	Lactobacillus_plantarum
ASV7536	381	Lactobacillus_brevis
ASV7537	252	Weissella_cibaria
ASV7538	219	Acetobacter_pasteurianus
ASV7539	187	Propionibacterium_acnes
ASV7540	848	Lactobacillus_plantarum
ASV7541	584	Lactobacillus_plantarum
ASV7542	455	Lactobacillus_brevis
ASV7543	193	Propionibacterium_acnes
ASV7544	235	Acetobacter_pasteurianus
ASV7545	487	Lactobacillus_brevis
ASV7546	204	Acetobacter_pasteurianus
ASV7547	204	Acetobacter_pasteurianus
ASV7548	206	Acetobacter_pasteurianus
ASV7549	502	Lactobacillus_brevis
ASV7550	889	Lactobacillus_plantarum
ASV7551	791	Lactobacillus_plantarum
ASV7552	906	Lactobacillus_plantarum
ASV7553	188	Acetobacter_pasteurianus
ASV7554	161	Arthrobacter_oxydans
ASV7555	214	Lactobacillus_salivarius
ASV7556	393	Lactobacillus_plantarum
ASV7557	713	Lactobacillus_plantarum
ASV7558	502	Lactobacillus_brevis
ASV7559	205	Acetobacter_pasteurianus
ASV7560	906	Lactobacillus_plantarum
ASV7561	690	Lactobacillus_plantarum
ASV7562	502	Lactobacillus_brevis
ASV7563	886	Lactobacillus_plantarum
ASV7564	469	Lactobacillus_plantarum
ASV7565	500	Lactobacillus_brevis
ASV7566	497	Lactobacillus_plantarum
ASV7567	802	Leuconostoc_mesenteroides
ASV7568	892	Lactobacillus_plantarum
ASV7569	206	Acetobacter_pasteurianus
ASV7570	242	Weissella_cibaria
ASV7571	205	Acetobacter_pasteurianus
ASV7572	128	Acidithiobacillus_ferrooxidans
ASV7573	212	Acetobacter_pasteurianus
ASV7574	202	Acetobacter_pasteurianus
ASV7575	390	Lactobacillus_plantarum
ASV7576	198	Acetobacter_pasteurianus
ASV7577	502	Lactobacillus_brevis
ASV7578	205	Acetobacter_pasteurianus
ASV7579	245	Weissella_cibaria
ASV7580	906	Lactobacillus_plantarum
ASV7581	850	Lactobacillus_plantarum
ASV7582	904	Lactobacillus_plantarum
ASV7583	907	Lactobacillus_plantarum
ASV7584	204	Acetobacter_pasteurianus
ASV7585	486	Lactobacillus_brevis
ASV7586	205	Acetobacter_pasteurianus
ASV7587	231	Acetobacter_pasteurianus
ASV7588	497	Lactobacillus_brevis
ASV7589	145	Methylobacterium_radiotolerans
ASV7590	288	Lactobacillus_rhamnosus
ASV7591	231	Acetobacter_pasteurianus
ASV7592	900	Lactobacillus_plantarum
ASV7593	880	Lactobacillus_plantarum
ASV7594	215	Acetobacter_pasteurianus
ASV7595	204	Acetobacter_pasteurianus
ASV7596	292	Lactobacillus_plantarum
ASV7597	815	Klebsiella_pneumoniae
ASV7598	884	Lactobacillus_plantarum
ASV7599	513	Lactobacillus_plantarum
ASV7600	908	Lactobacillus_plantarum
ASV7601	912	Lactobacillus_plantarum
ASV7602	787	Klebsiella_pneumoniae
ASV7603	808	Lactobacillus_plantarum
ASV7604	226	Acetobacter_pasteurianus
ASV7605	206	Acetobacter_pasteurianus
ASV7606	215	Weissella_cibaria
ASV7607	745	Salmonella_enterica
ASV7608	242	Salmonella_enterica
ASV7609	429	Cronobacter_sakazakii
ASV7610	266	Weissella_cibaria
ASV7611	532	Bacillus_subtilis
ASV7612	318	Pantoea_agglomerans
ASV7613	222	Salmonella_enterica
ASV7614	638	Salmonella_enterica
ASV7615	418	Cronobacter_sakazakii
ASV7616	222	Acetobacter_pasteurianus
ASV7617	536	Bacillus_subtilis
ASV7618	533	Bacillus_subtilis
ASV7619	222	Acetobacter_pasteurianus
ASV7620	712	Lactobacillus_plantarum
ASV7621	146	Acetobacter_pasteurianus
ASV7622	497	Lactobacillus_brevis
ASV7623	803	Lactobacillus_plantarum
ASV7624	415	Acetobacter_pasteurianus
ASV7625	703	Lactobacillus_plantarum
ASV7626	173	Acetobacter_pasteurianus
ASV7627	219	Lactobacillus_paracasei
ASV7628	198	Acetobacter_pasteurianus
ASV7629	907	Lactobacillus_plantarum
ASV7630	732	Streptococcus_salivarius
ASV7631	700	Lactobacillus_plantarum
ASV7632	288	Yersinia_pestis
ASV7633	173	Acetobacter_pasteurianus
ASV7634	164	Acetobacter_pasteurianus
ASV7635	237	Acetobacter_pasteurianus
ASV7636	497	Lactobacillus_brevis
ASV7637	227	Acetobacter_pasteurianus
ASV7638	256	Lactobacillus_sakei
ASV7639	383	Enterococcus_faecium
ASV7640	908	Lactococcus_lactis
ASV7641	817	Leuconostoc_mesenteroides
ASV7642	617	Bacillus_megaterium
ASV7643	794	Leuconostoc_mesenteroides
ASV7644	903	Lactobacillus_plantarum
ASV7645	824	Lactobacillus_plantarum
ASV7646	476	Bacillus_amyloliquefaciens
ASV7647	828	Bacillus_licheniformis
ASV7648	312	Bacillus_megaterium
ASV7649	364	Klebsiella_pneumoniae
ASV7650	722	Lactobacillus_plantarum
ASV7651	819	Leuconostoc_mesenteroides
ASV7652	544	Enterococcus_faecium
ASV7653	820	Leuconostoc_mesenteroides
ASV7654	221	Weissella_cibaria
ASV7655	166	Curtobacterium_flaccumfaciens
ASV7656	911	Lactobacillus_plantarum
ASV7657	375	Salmonella_enterica
ASV7658	645	Bacillus_pumilus
ASV7659	820	Leuconostoc_mesenteroides
ASV7660	362	Salmonella_enterica
ASV7661	573	Klebsiella_pneumoniae
ASV7662	806	Leuconostoc_mesenteroides
ASV7663	820	Leuconostoc_mesenteroides
ASV7664	812	Leuconostoc_mesenteroides
ASV7665	315	Enterococcus_faecium
ASV7666	320	Enterococcus_faecium
ASV7667	827	Leuconostoc_mesenteroides
ASV7668	811	Leuconostoc_mesenteroides
ASV7669	648	Bacillus_pumilus
ASV7670	300	Enterococcus_faecium
ASV7671	287	Pantoea_agglomerans
ASV7672	202	Weissella_cibaria
ASV7673	110	Vibrio_anguillarum
ASV7674	617	Bacillus_megaterium
ASV7675	347	Salmonella_enterica
ASV7676	811	Leuconostoc_mesenteroides
ASV7677	625	Bacillus_megaterium
ASV7678	241	Klebsiella_pneumoniae
ASV7679	827	Leuconostoc_mesenteroides
ASV7680	165	Pantoea_agglomerans
ASV7681	234	Weissella_cibaria
ASV7682	811	Leuconostoc_mesenteroides
ASV7683	543	Enterococcus_faecium
ASV7684	850	Leuconostoc_mesenteroides
ASV7685	387	Leuconostoc_mesenteroides
ASV7686	905	Lactobacillus_plantarum
ASV7687	873	Leuconostoc_mesenteroides
ASV7688	521	Lactobacillus_plantarum
ASV7689	908	Lactobacillus_plantarum
ASV7690	426	Enterococcus_faecium
ASV7691	909	Lactobacillus_plantarum
ASV7692	280	Lactobacillus_plantarum
ASV7693	40	Paracoccus_marcusii
ASV7694	373	Leuconostoc_mesenteroides
ASV7695	482	Enterococcus_faecium
ASV7696	808	Leuconostoc_mesenteroides
ASV7697	839	Leuconostoc_mesenteroides
ASV7698	367	Lactobacillus_brevis
ASV7699	544	Enterococcus_faecium
ASV7700	808	Leuconostoc_mesenteroides
ASV7701	61	Thermus_thermophilus
ASV7702	632	Lactobacillus_plantarum
ASV7703	718	Klebsiella_pneumoniae
ASV7704	810	Leuconostoc_mesenteroides
ASV7705	484	Enterococcus_faecium
ASV7706	850	Bacillus_subtilis
ASV7707	385	Leuconostoc_mesenteroides
ASV7708	785	Klebsiella_pneumoniae
ASV7709	236	Bacillus_aryabhattai
ASV7710	911	Lactobacillus_plantarum
ASV7711	539	Bacillus_megaterium
ASV7712	827	Leuconostoc_mesenteroides
ASV7713	250	Weissella_cibaria
ASV7714	311	Enterococcus_faecium
ASV7715	616	Bacillus_megaterium
ASV7716	240	Klebsiella_pneumoniae
ASV7717	818	Leuconostoc_mesenteroides
ASV7718	252	Weissella_cibaria
ASV7719	547	Bacillus_megaterium
ASV7720	533	Cronobacter_sakazakii
ASV7721	723	Klebsiella_pneumoniae
ASV7722	397	Leuconostoc_mesenteroides
ASV7723	548	Bacillus_megaterium
ASV7724	186	Acetobacter_pasteurianus
ASV7725	237	Klebsiella_pneumoniae
ASV7726	544	Enterococcus_faecium
ASV7727	821	Leuconostoc_mesenteroides
ASV7728	652	Bacillus_pumilus
ASV7729	611	Bacillus_megaterium
ASV7730	574	Klebsiella_pneumoniae
ASV7731	817	Klebsiella_pneumoniae
ASV7732	370	Enterobacter_cloacae
ASV7733	859	Klebsiella_pneumoniae
ASV7734	914	Lactobacillus_plantarum
ASV7735	756	Leuconostoc_mesenteroides
ASV7736	779	Salmonella_enterica
ASV7737	760	Leuconostoc_mesenteroides
ASV7738	909	Lactobacillus_plantarum
ASV7739	249	Weissella_cibaria
ASV7740	333	Bacillus_pumilus
ASV7741	794	Leuconostoc_mesenteroides
ASV7742	618	Bacillus_megaterium
ASV7743	825	Leuconostoc_mesenteroides
ASV7744	455	Lactobacillus_brevis
ASV7745	913	Lactobacillus_plantarum
ASV7746	807	Klebsiella_pneumoniae
ASV7747	450	Bacillus_subtilis
ASV7748	545	Enterococcus_faecium
ASV7749	311	Leuconostoc_mesenteroides
ASV7750	507	Bacillus_amyloliquefaciens
ASV7751	503	Cronobacter_sakazakii
ASV7752	742	Klebsiella_pneumoniae
ASV7753	239	Klebsiella_pneumoniae
ASV7754	205	Salmonella_enterica
ASV7755	252	Pseudomonas_fluorescens
ASV7756	310	Klebsiella_pneumoniae
ASV7757	457	Salmonella_enterica
ASV7758	299	Klebsiella_pneumoniae
ASV7759	654	Klebsiella_pneumoniae
ASV7760	831	Klebsiella_pneumoniae
ASV7761	255	Enterobacter_cloacae
ASV7762	745	Klebsiella_pneumoniae
ASV7763	634	Escherichia_coli
ASV7764	855	Salmonella_enterica
ASV7765	806	Klebsiella_pneumoniae
ASV7766	470	Klebsiella_pneumoniae
ASV7767	354	Klebsiella_pneumoniae
ASV7768	233	Salmonella_enterica
ASV7769	332	Enterobacter_cloacae
ASV7770	369	Lactobacillus_brevis
ASV7771	466	Lactobacillus_casei
ASV7772	479	Lactobacillus_brevis
ASV7773	382	Lactobacillus_brevis
ASV7774	428	Lactobacillus_casei
ASV7775	205	Acetobacter_pasteurianus
ASV7776	301	Lactobacillus_paracasei
ASV7777	467	Lactobacillus_casei
ASV7778	382	Lactobacillus_brevis
ASV7779	879	Lactobacillus_plantarum
ASV7780	396	Lactobacillus_brevis
ASV7781	212	Acetobacter_pasteurianus
ASV7782	867	Lactobacillus_plantarum
ASV7783	175	Acetobacter_pasteurianus
ASV7784	429	Lactobacillus_casei
ASV7785	414	Lactobacillus_plantarum
ASV7786	172	Lactobacillus_rhamnosus
ASV7787	237	Acetobacter_pasteurianus
ASV7788	175	Lactobacillus_rhamnosus
ASV7789	442	Lactobacillus_brevis
ASV7790	175	Lactobacillus_rhamnosus
ASV7791	812	Lactobacillus_plantarum
ASV7792	211	Acetobacter_pasteurianus
ASV7793	553	Lactobacillus_plantarum
ASV7794	174	Acetobacter_pasteurianus
ASV7795	226	Acetobacter_pasteurianus
ASV7796	334	Lactobacillus_kunkeei
ASV7797	206	Acetobacter_pasteurianus
ASV7798	281	Lactobacillus_kunkeei
ASV7799	172	Lactobacillus_rhamnosus
ASV7800	102	Enterobacter_cloacae
ASV7801	104	Lactobacillus_kefiri
ASV7802	207	Acetobacter_pasteurianus
ASV7803	808	Lactobacillus_plantarum
ASV7804	394	Lactobacillus_brevis
ASV7805	206	Acetobacter_pasteurianus
ASV7806	187	Acetobacter_pasteurianus
ASV7807	206	Acetobacter_pasteurianus
ASV7808	204	Acetobacter_pasteurianus
ASV7809	741	Lactobacillus_plantarum
ASV7810	196	Lactobacillus_paracasei
ASV7811	492	Lactobacillus_plantarum
ASV7812	103	Lactobacillus_kefiri
ASV7813	355	Lactobacillus_brevis
ASV7814	555	Lactobacillus_plantarum
ASV7815	792	Lactobacillus_plantarum
ASV7816	176	Lactobacillus_rhamnosus
ASV7817	855	Klebsiella_pneumoniae
ASV7818	210	Acetobacter_pasteurianus
ASV7819	205	Acetobacter_pasteurianus
ASV7820	453	Lactobacillus_casei
ASV7821	436	Lactobacillus_brevis
ASV7822	208	Acetobacter_pasteurianus
ASV7823	174	Lactobacillus_rhamnosus
ASV7824	460	Lactobacillus_brevis
ASV7825	389	Lactobacillus_brevis
ASV7826	392	Lactobacillus_brevis
ASV7827	364	Lactobacillus_brevis
ASV7828	150	Lactobacillus_paracasei
ASV7829	382	Lactobacillus_plantarum
ASV7830	468	Lactobacillus_brevis
ASV7831	195	Acetobacter_pasteurianus
ASV7832	224	Acetobacter_pasteurianus
ASV7833	211	Acetobacter_pasteurianus
ASV7834	397	Lactobacillus_brevis
ASV7835	907	Lactobacillus_plantarum
ASV7836	209	Acetobacter_pasteurianus
ASV7837	906	Lactobacillus_plantarum
ASV7838	910	Lactobacillus_plantarum
ASV7839	903	Lactobacillus_plantarum
ASV7840	254	Lactobacillus_paracasei
ASV7841	225	Acetobacter_pasteurianus
ASV7842	881	Lactobacillus_plantarum
ASV7843	497	Lactobacillus_brevis
ASV7844	369	Lactobacillus_casei
ASV7845	178	Acetobacter_pasteurianus
ASV7846	477	Lactobacillus_casei
ASV7847	448	Lactobacillus_brevis
ASV7848	207	Acetobacter_pasteurianus
ASV7849	899	Lactobacillus_plantarum
ASV7850	413	Lactobacillus_plantarum
ASV7851	908	Lactobacillus_plantarum
ASV7852	176	Enterobacter_cloacae
ASV7853	496	Lactobacillus_plantarum
ASV7854	187	Lactobacillus_kunkeei
ASV7855	204	Acetobacter_pasteurianus
ASV7856	268	Lactobacillus_paracasei
ASV7857	202	Acetobacter_pasteurianus
ASV7858	227	Acetobacter_pasteurianus
ASV7859	208	Acetobacter_pasteurianus
ASV7860	338	Lactobacillus_plantarum
ASV7861	205	Acetobacter_pasteurianus
ASV7862	482	Lactobacillus_casei
ASV7863	80	Sphingobium_yanoikuyae
ASV7864	813	Lactobacillus_plantarum
ASV7865	301	Lactobacillus_paracasei
ASV7866	377	Lactobacillus_plantarum
ASV7867	399	Lactobacillus_brevis
ASV7868	355	Lactobacillus_casei
ASV7869	218	Acetobacter_pasteurianus
ASV7870	204	Acetobacter_pasteurianus
ASV7871	446	Lactobacillus_plantarum
ASV7872	222	Acetobacter_pasteurianus
ASV7873	225	Acetobacter_pasteurianus
ASV7874	903	Lactobacillus_plantarum
ASV7875	205	Acetobacter_pasteurianus
ASV7876	476	Lactobacillus_brevis
ASV7877	177	Lactobacillus_rhamnosus
ASV7878	481	Lactobacillus_casei
ASV7879	313	Lactobacillus_paracasei
ASV7880	866	Lactobacillus_plantarum
ASV7881	217	Acetobacter_pasteurianus
ASV7882	174	Lactobacillus_rhamnosus
ASV7883	465	Lactobacillus_casei
ASV7884	907	Lactobacillus_plantarum
ASV7885	903	Lactobacillus_plantarum
ASV7886	227	Acetobacter_pasteurianus
ASV7887	209	Acetobacter_pasteurianus
ASV7888	562	Lactobacillus_plantarum
ASV7889	531	Lactobacillus_plantarum
ASV7890	213	Acetobacter_pasteurianus
ASV7891	910	Lactobacillus_plantarum
ASV7892	907	Lactobacillus_plantarum
ASV7893	260	Lactobacillus_salivarius
ASV7894	223	Acetobacter_pasteurianus
ASV7895	886	Lactobacillus_plantarum
ASV7896	882	Lactobacillus_plantarum
ASV7897	905	Lactobacillus_plantarum
ASV7898	524	Lactobacillus_plantarum
ASV7899	224	Acetobacter_pasteurianus
ASV7900	749	Lactobacillus_plantarum
ASV7901	878	Lactobacillus_plantarum
ASV7902	907	Lactobacillus_plantarum
ASV7903	909	Lactobacillus_plantarum
ASV7904	415	Lactobacillus_plantarum
ASV7905	426	Lactobacillus_plantarum
ASV7906	278	Lactobacillus_salivarius
ASV7907	460	Enterococcus_faecium
ASV7908	906	Lactobacillus_plantarum
ASV7909	907	Lactobacillus_plantarum
ASV7910	281	Lactobacillus_salivarius
ASV7911	588	Lactobacillus_casei
ASV7912	478	Lactobacillus_plantarum
ASV7913	813	Lactobacillus_plantarum
ASV7914	261	Weissella_cibaria
ASV7915	327	Lactobacillus_casei
ASV7916	224	Acetobacter_pasteurianus
ASV7917	320	Lactobacillus_plantarum
ASV7918	906	Lactobacillus_plantarum
ASV7919	227	Acetobacter_pasteurianus
ASV7920	234	Acetobacter_pasteurianus
ASV7921	453	Lactobacillus_casei
ASV7922	254	Weissella_cibaria
ASV7923	856	Lactobacillus_plantarum
ASV7924	884	Lactobacillus_plantarum
ASV7925	555	Lactobacillus_plantarum
ASV7926	287	Lactobacillus_salivarius
ASV7927	213	Acetobacter_pasteurianus
ASV7928	227	Acetobacter_pasteurianus
ASV7929	346	Pediococcus_pentosaceus
ASV7930	615	Lactobacillus_casei
ASV7931	255	Lactobacillus_salivarius
ASV7932	853	Lactobacillus_plantarum
ASV7933	748	Lactobacillus_plantarum
ASV7934	432	Acetobacter_pasteurianus
ASV7935	862	Lactobacillus_plantarum
ASV7936	305	Lactobacillus_plantarum
ASV7937	372	Lactobacillus_plantarum
ASV7938	537	Lactobacillus_plantarum
ASV7939	907	Lactobacillus_plantarum
ASV7940	873	Lactobacillus_plantarum
ASV7941	223	Acetobacter_pasteurianus
ASV7942	434	Lactobacillus_plantarum
ASV7943	481	Lactobacillus_casei
ASV7944	278	Lactobacillus_salivarius
ASV7945	591	Lactobacillus_fermentum
ASV7946	226	Acetobacter_pasteurianus
ASV7947	268	Lactobacillus_salivarius
ASV7948	257	Lactobacillus_sakei
ASV7949	248	Weissella_cibaria
ASV7950	878	Lactobacillus_plantarum
ASV7951	217	Acetobacter_pasteurianus
ASV7952	835	Lactobacillus_plantarum
ASV7953	301	Lactobacillus_plantarum
ASV7954	908	Lactobacillus_plantarum
ASV7955	351	Lactobacillus_plantarum
ASV7956	302	Lactobacillus_salivarius
ASV7957	515	Lactobacillus_plantarum
ASV7958	208	Acetobacter_pasteurianus
ASV7959	223	Acetobacter_pasteurianus
ASV7960	450	Lactobacillus_plantarum
ASV7961	252	Weissella_cibaria
ASV7962	224	Acetobacter_pasteurianus
ASV7963	876	Lactobacillus_plantarum
ASV7964	883	Lactobacillus_plantarum
ASV7965	481	Lactobacillus_casei
ASV7966	472	Lactobacillus_brevis
ASV7967	472	Lactobacillus_brevis
ASV7968	901	Lactobacillus_plantarum
ASV7969	843	Lactobacillus_plantarum
ASV7970	906	Lactobacillus_plantarum
ASV7971	272	Micrococcus_luteus
ASV7972	910	Lactobacillus_plantarum
ASV7973	223	Acetobacter_pasteurianus
ASV7974	720	Lactobacillus_plantarum
ASV7975	878	Lactobacillus_plantarum
ASV7976	290	Lactobacillus_salivarius
ASV7977	901	Lactobacillus_plantarum
ASV7978	338	Lactobacillus_kunkeei
ASV7979	870	Lactobacillus_plantarum
ASV7980	179	Riemerella_anatipestifer
ASV7981	285	Lactobacillus_plantarum
ASV7982	230	Acetobacter_pasteurianus
ASV7983	904	Lactobacillus_plantarum
ASV7984	797	Lactobacillus_plantarum
ASV7985	412	Lactobacillus_plantarum
ASV7986	886	Lactobacillus_plantarum
ASV7987	339	Lactobacillus_casei
ASV7988	248	Weissella_cibaria
ASV7989	500	Lactobacillus_plantarum
ASV7990	238	Acetobacter_pasteurianus
ASV7991	813	Lactobacillus_plantarum
ASV7992	897	Lactobacillus_plantarum
ASV7993	247	Lactobacillus_plantarum
ASV7994	432	Lactobacillus_casei
ASV7995	225	Acetobacter_pasteurianus
ASV7996	886	Lactobacillus_plantarum
ASV7997	211	Acetobacter_pasteurianus
ASV7998	908	Lactobacillus_plantarum
ASV7999	907	Lactobacillus_plantarum
ASV8000	364	Lactobacillus_brevis
ASV8001	225	Acetobacter_pasteurianus
ASV8002	127	Methylobacterium_radiotolerans
ASV8003	839	Lactobacillus_plantarum
ASV8004	284	Lactobacillus_salivarius
ASV8005	225	Acetobacter_pasteurianus
ASV8006	254	Lactobacillus_sakei
ASV8007	227	Acetobacter_pasteurianus
ASV8008	841	Lactobacillus_plantarum
ASV8009	223	Acetobacter_pasteurianus
ASV8010	909	Lactobacillus_plantarum
ASV8011	817	Lactobacillus_plantarum
ASV8012	311	Lactobacillus_plantarum
ASV8013	397	Lactobacillus_brevis
ASV8014	552	Lactobacillus_plantarum
ASV8015	885	Lactobacillus_plantarum
ASV8016	226	Acetobacter_pasteurianus
ASV8017	855	Lactobacillus_plantarum
ASV8018	553	Lactobacillus_plantarum
ASV8019	372	Lactobacillus_plantarum
ASV8020	224	Acetobacter_pasteurianus
ASV8021	905	Lactobacillus_plantarum
ASV8022	274	Lactobacillus_plantarum
ASV8023	222	Acetobacter_pasteurianus
ASV8024	880	Lactobacillus_plantarum
ASV8025	876	Lactobacillus_plantarum
ASV8026	907	Lactobacillus_plantarum
ASV8027	217	Acetobacter_pasteurianus
ASV8028	272	Lactobacillus_salivarius
ASV8029	220	Acetobacter_pasteurianus
ASV8030	271	Lactobacillus_salivarius
ASV8031	791	Lactobacillus_plantarum
ASV8032	907	Lactobacillus_plantarum
ASV8033	907	Lactobacillus_plantarum
ASV8034	226	Acetobacter_pasteurianus
ASV8035	285	Lactobacillus_salivarius
ASV8036	282	Lactobacillus_salivarius
ASV8037	227	Acetobacter_pasteurianus
ASV8038	851	Lactobacillus_plantarum
ASV8039	907	Lactobacillus_plantarum
ASV8040	885	Lactobacillus_plantarum
ASV8041	268	Lactobacillus_sakei
ASV8042	307	Lactobacillus_plantarum
ASV8043	225	Acetobacter_pasteurianus
ASV8044	249	Lactobacillus_plantarum
ASV8045	199	Weissella_cibaria
ASV8046	603	Lactobacillus_casei
ASV8047	873	Lactobacillus_plantarum
ASV8048	218	Acetobacter_pasteurianus
ASV8049	907	Lactobacillus_plantarum
ASV8050	252	Acetobacter_pasteurianus
ASV8051	906	Lactobacillus_plantarum
ASV8052	890	Lactobacillus_plantarum
ASV8053	210	Acetobacter_pasteurianus
ASV8054	226	Acetobacter_pasteurianus
ASV8055	905	Lactobacillus_plantarum
ASV8056	472	Lactobacillus_plantarum
ASV8057	204	Lactobacillus_salivarius
ASV8058	235	Acetobacter_pasteurianus
ASV8059	884	Lactobacillus_plantarum
ASV8060	904	Lactobacillus_plantarum
ASV8061	909	Lactobacillus_plantarum
ASV8062	225	Acetobacter_pasteurianus
ASV8063	206	Acetobacter_pasteurianus
ASV8064	208	Acetobacter_pasteurianus
ASV8065	223	Acetobacter_pasteurianus
ASV8066	852	Lactobacillus_plantarum
